PostID,Post_Text,Sentiment,Keyword,Reason,Platform,Year
355,great productive with think from believe believe is very use not well,Positive,great,productive,Twitter,2023
356,productive productive think well it beliefs most be be believe that not,Positive,productive,productive,Facebook,2019
357,hopeful productive most very could could most a this by not I,Positive,hopeful,productive,Instagram,2019
358,terrifying jobs I beliefs is is to to most by to this,Negative,terrifying,jobs,Facebook,2016
359,hopeful learning be from with is with I the that believe to,Positive,hopeful,learning,Facebook,2021
360,good learning with beliefs it not I I believe from be with,Positive,good,learning,Facebook,2019
361,bad bias very from this with use that to could might that,Negative,bad,bias,Instagram,2023
362,scary environment with might be be believe a might could by it,Negative,scary,environment,Instagram,2017
363,disastrous inhuman most a beliefs the not might very a beliefs on,Negative,disastrous,inhuman,Twitter,2021
364,great helpful use not a to think it by well not think,Positive,great,helpful,Twitter,2019
365,great helpful use believe very a be it think from this from,Positive,great,helpful,Facebook,2020
366,productive productive it not to that it is not be a with,Positive,productive,productive,Facebook,2016
367,innovative automation think the the well with could very beliefs very the,Positive,innovative,automation,Twitter,2020
368,bad environment that might use most think to most a by be,Negative,bad,environment,Facebook,2024
369,innovative helpful on from with be it very might a well on,Positive,innovative,helpful,Twitter,2019
370,great learning think to might that not most a well with from,Positive,great,learning,Facebook,2024
371,productive productive beliefs beliefs could not use most by not a from,Positive,productive,productive,Facebook,2016
372,hopeful useful from to from to believe on a could use with,Positive,hopeful,useful,Facebook,2020
373,good automation is a might well is not a most it beliefs,Positive,good,automation,Instagram,2023
374,beneficial automation be from I is not I by from I think,Positive,beneficial,automation,Facebook,2016
375,innovative learning well from from it to think well that believe think,Positive,innovative,learning,Twitter,2022
376,productive helpful not by use by could think use could be could,Positive,productive,helpful,Instagram,2020
377,unethical jobs is on I with well on could with a on,Negative,unethical,jobs,Instagram,2023
378,hopeful helpful be to well not it not be on is this,Positive,hopeful,helpful,Facebook,2020
379,great helpful on think on be well not from that to from,Positive,great,helpful,Facebook,2016
380,innovative automation by not believe be from might believe by I most,Positive,innovative,automation,Twitter,2019
381,horrible creativity could I believe from be beliefs with by from that,Negative,horrible,creativity,Facebook,2022
382,great automation by use very on with well use is the is,Positive,great,automation,Twitter,2018
383,beneficial automation beliefs with is this most a the well to very,Positive,beneficial,automation,Twitter,2017
384,hopeful helpful I very might I to it the the that is,Positive,hopeful,helpful,Instagram,2021
385,innovative automation from that well could with most on from to it,Positive,innovative,automation,Facebook,2020
386,amazing productive with this that by from might be most by with,Positive,amazing,productive,Twitter,2021
387,good useful on be from use from most this not beliefs it,Positive,good,useful,Facebook,2017
388,amazing automation a that on very by a most be a not,Positive,amazing,automation,Twitter,2021
389,innovative helpful most not with believe to is use not believe think,Positive,innovative,helpful,Instagram,2020
390,disastrous environment to believe the to the beliefs not the think could,Negative,disastrous,environment,Instagram,2017
391,bad environment most is the a might on believe believe believe beliefs,Negative,bad,environment,Instagram,2019
392,unethical creativity beliefs well think not not the to beliefs most beliefs,Negative,unethical,creativity,Instagram,2023
393,terrifying environment this is this from very with be on with the,Negative,terrifying,environment,Instagram,2024
394,amazing useful to most to could beliefs very could very by could,Positive,amazing,useful,Twitter,2016
395,scary inhuman by I think very from is be on use with,Negative,scary,inhuman,Instagram,2023
396,great automation to use think well a might that beliefs I be,Positive,great,automation,Facebook,2017
397,innovative useful beliefs think by think that is might be it not,Positive,innovative,useful,Twitter,2018
398,great learning use this be use be well to from it from,Positive,great,learning,Facebook,2024
399,hopeful helpful could well from it I this well be be be,Positive,hopeful,helpful,Facebook,2020
400,scary bias a be it be a with on believe that it,Negative,scary,bias,Instagram,2016
401,beneficial automation that the believe from use the that I to not,Positive,beneficial,automation,Facebook,2024
402,amazing helpful it that very use think it by by use most,Positive,amazing,helpful,Facebook,2024
403,horrible environment not by well it beliefs use on it this be,Negative,horrible,environment,Facebook,2021
404,bad inhuman very very by very the on use that this on,Negative,bad,inhuman,Instagram,2016
405,innovative productive to is by beliefs the use most is not use,Positive,innovative,productive,Twitter,2019
406,good helpful not could to very to not think a that not,Positive,good,helpful,Instagram,2019
407,beneficial productive I by very it it the this believe this by,Positive,beneficial,productive,Facebook,2024
408,scary environment is with to that well most not on a the,Negative,scary,environment,Instagram,2018
409,beneficial learning with believe not not a believe a to most with,Positive,beneficial,learning,Twitter,2024
410,beneficial productive by well might believe the use think with very the,Positive,beneficial,productive,Facebook,2021
411,bad creativity believe I not on by it a from I very,Negative,bad,creativity,Instagram,2018
412,innovative useful could it is this think might the I well that,Positive,innovative,useful,Facebook,2024
413,beneficial useful this by most by this a might well very that,Positive,beneficial,useful,Facebook,2016
414,unethical creativity most that on to beliefs I that a with to,Negative,unethical,creativity,Instagram,2017
415,horrible inhuman think this not this very with a from this the,Negative,horrible,inhuman,Twitter,2018
416,beneficial automation this I with beliefs could be believe not most use,Positive,beneficial,automation,Facebook,2024
417,bad creativity on believe most might the it use I on think,Negative,bad,creativity,Instagram,2022
418,concerning environment think to is well most be very is could a,Negative,concerning,environment,Instagram,2018
419,hopeful productive might a use a use on I the is it,Positive,hopeful,productive,Facebook,2020
420,terrifying jobs by this use might on this most not might might,Negative,terrifying,jobs,Instagram,2017
421,great automation not with with from beliefs most this with to with,Positive,great,automation,Facebook,2023
